gene,chr
C12orf60,12
SMCO3,12
ART4,12
RP11-233G1.4,12
MGP,12
ERP27,12
ARHGDIB,12
PDE6H,12
RP11-508P1.2,12
RERG,12
RP11-1018J8.2,12
RP11-1018J8.3,12
RP11-365O10.1,12
PTPRO,12
RP11-6K23.1,12
EPS8,12
RNU6-251P,12
RP11-6B19.1,12
RP11-6B19.3,12
STRAP,12
DERA,12
RP11-674J14.3,12
SLC15A5,12
MGST1,12
RP11-473N11.2,12
RP11-424M22.1,12
LMO3,12
RP11-424M22.3,12
RP11-239A17.1,12
RP11-69C13.1,12
RP11-1018J11.1,12
RP11-1018J11.2,12
RNU6-837P,12
RP11-74N9.1,12
RP11-871F6.1,12
RP11-871F6.2,12
RP11-871F6.3,12
RP11-606D9.1,12
MIR3974,12
RERGL,12
PIK3C2G,12
RP11-459D22.2,12
RP11-459D22.1,12
RP11-127B1.1,12
PLCZ1,12
RP11-361I14.1,12
RP11-361I14.2,12
CAPZA3,12
RP11-282K24.1,12
RP11-282K24.2,12
PLEKHA5,12
RP11-282K24.3,12
RN7SL459P,12
RN7SL67P,12
AEBP2,12
RP11-841C19.3,12
RP11-841C19.4,12
RNU6-254P,12
RP11-841C19.6,12
RP11-841C19.1,12
RNU1-146P,12
RP11-405A12.2,12
RP11-405A12.1,12
RP11-664H17.1,12
CTC-465D4.1,12
RP11-284H19.1,12
PDE3A,12
RP11-84D7.1,12
RP11-424C20.2,12
SLCO1C1,12
SLCO1B3,12
RP11-545J16.1,12
RP11-80N2.2,12
SLCO1B7,12
RP11-125O5.2,12
SLCO1B1,12
SLCO1A2,12
IAPP,12
PYROXD1,12
RP11-501E24.3,12
RECQL,12
GOLT1B,12
SPX,12
GYS2,12
LDHB,12
RP11-59N23.3,12
RP11-59N23.1,12
KCNJ8,12
ABCC9,12
RP11-729I10.2,12
RP11-729I10.3,12
RP11-547L9.1,12
CMAS,12
ST8SIA1,12
RP11-49G2.3,12
RP11-49G2.4,12
RNU1-149P,12
RP11-73M14.1,12
C2CD5,12
RP11-359J14.2,12
RP11-359J14.3,12
RP11-268P4.2,12
RP11-268P4.5,12
RP11-268P4.4,12
ETNK1,12
RP11-268P4.6,12
RP11-114G22.1,12
RP11-268P4.1,12
RP11-449P1.1,12
RP11-153K16.1,12
RP11-686N4.1,12
RP11-153K16.2,12
SOX5,12
RP11-437F6.1,12
MIR920,12
RP11-778H2.1,12
RP11-615I16.2,12
RP11-615I16.3,12
RP11-615I16.1,12
RP11-625L16.1,12
RN7SL38P,12
BCAT1,12
RP11-625L16.3,12
RP11-662I13.3,12
RP11-662I13.2,12
RP11-662I13.1,12
C12orf77,12
LRMP,12
RP11-713N11.3,12
RP11-713N11.4,12
RP11-713N11.6,12
CASC1,12
LYRM5,12
KRAS,12
RP11-295I5.3,12
RP11-295I5.4,12
RP11-707G18.1,12
RNU4-67P,12
RP11-318G8.1,12
IFLTD1,12
RP11-318G8.4,12
RP11-318G8.2,12
RP11-318G8.3,12
RP11-685B13.2,12
RN7SKP262,12
RP11-443N24.2,12
RP11-443N24.1,12
RP11-443N24.3,12
MIR4302,12
RP11-443N24.4,12
RP11-877E17.2,12
RASSF8,12
BHLHE41,12
SSPN,12
RP11-283G6.3,12
RP11-283G6.4,12
RP11-283G6.5,12
RP11-283G6.6,12
RP11-612B6.1,12
RP11-513G19.1,12
RP11-612B6.2,12
ITPR2,12
RNA5SP354,12
RP11-666F17.1,12
RP11-666F17.2,12
INTS13,12
FGFR1OP2,12
RP11-421F16.3,12
TM7SF3,12
MED21,12
RP11-582E3.6,12
C12orf71,12
RP11-582E3.5,12
RP11-582E3.2,12
RP11-582E3.4,12
STK38L,12
ARNTL2,12
RP11-165P7.1,12
SMCO2,12
RP13-200J3.2,12
PPFIBP1,12
RP11-709A23.1,12
RP11-709A23.2,12
RP11-1060J15.3,12
RP11-1060J15.4,12
REP15,12
RP11-1060J15.9,12
RP11-1060J15.5,12
RP11-1060J15.7,12
MRPS35,12
MANSC4,12
RP11-860B13.1,12
KLHL42,12
RP11-860B13.3,12
RN7SKP15,12
RP11-993B23.1,12
PTHLH,12
RP11-993B23.3,12
CCDC91,12
RP11-967K21.1,12
RP11-967K21.2,12
RP11-425D17.1,12
RP11-425D17.2,12
RNU4-54P,12
RNA5SP355,12
RP11-874G11.1,12
RP11-977P2.1,12
RP11-31A23.1,12
RP11-946L16.1,12
FAR2,12
RP11-946L16.2,12
RP11-996F15.4,12
RP11-996F15.2,12
RP11-996F15.5,12
RP11-996F15.6,12
ERGIC2,12
OVCH1-AS1,12
OVCH1,12
TMTC1,12
RP11-310I24.1,12
RP11-1110J8.1,12
RP11-776A13.4,12
RP11-776A13.1,12
RP11-776A13.3,12
RP11-155I9.2,12
RNA5SP356,12
RP11-155I9.1,12
RP11-776A13.2,12
IPO8,12
CAPRIN2,12
RP11-77I22.2,12
RP11-77I22.3,12
RP11-77I22.4,12
TSPAN11,12
RP11-551L14.4,12
RP11-551L14.8,12
RP11-551L14.5,12
DDX11,12
RP11-551L14.7,12
OVOS2,12
RP11-627K11.5,12
RP11-627K11.1,12
RP11-627K11.4,12
RP11-627K11.6,12
FAM60A,12
RP11-627K11.3,12
RP11-627K11.7,12
RP11-771K4.1,12
DENND5B,12
RNU6-618P,12
RP11-771K4.3,12
RP11-820K3.3,12
RP11-820K3.4,12
RP11-820K3.2,12
RP11-820K3.5,12
RNU5F-4P,12
RP11-820K3.1,12
RP11-820K3.6,12
C12orf72,12
AMN1,12
STMN1P1,12
RP11-467L13.7,12
RP11-467L13.4,12
RP11-467L13.5,12
H3F3C,12
RNU6-1069P,12
RP11-428G5.4,12
RP11-428G5.5,12
RP11-428G5.6,12
RP11-428G5.1,12
RP11-428G5.2,12
RP11-428G5.7,12
KIAA1551,12
RP11-50I19.2,12
RP11-50I19.1,12
RP11-843B15.1,12
RP11-843B15.3,12
RP11-843B15.2,12
BICD1,12
RP11-843B15.4,12
RP11-956A19.1,12
RP11-817I4.1,12
RP11-817I4.2,12
FGD4,12
RNU6-494P,12
DNM1L,12
RP11-278C7.2,12
RP11-278C7.4,12
RP11-278C7.1,12
YARS2,12
RP11-278C7.3,12
RP11-278C7.5,12
PKP2,12
RP11-8P13.5,12
RP11-8P13.1,12
RP11-267D19.2,12
RP11-267D19.1,12
SYT10,12
RP11-438D14.2,12
RP11-438D14.3,12
RP11-56H16.1,12
RNU6-400P,12
RP13-359K18.1,12
RNU6-472P,12
ALG10,12
RP11-847H18.2,12
RP11-847H18.3,12
RP11-313F23.3,12
FAM166AP2,12
TUBB8P4,12
RP11-313F23.4,12
RNA5SP357,12
DUX4L27,12
AK6P1,12
ZNF970P,12
AK6P2,12
CLUHP8,12
RNA5SP358,12
RNA5SP359,12
TUBB8P5,12
FAM166AP9,12
RP11-266O15.3,12
ALG10B,12
RP11-804F13.2,12
RP11-804F13.1,12
CPNE8,12
RP11-396F22.1,12
RP11-554L12.3,12
RP11-554L12.2,12
RP11-554L12.1,12
RP11-421H10.2,12
KIF21A,12
RP11-242C24.2,12
RP11-242C24.3,12
ABCD2,12
C12orf40,12
SLC2A13,12
RF00414,12
RPL30P13,12
RP11-476D10.1,12
AC079630.2,12
AC079630.4,12
LRRK2,12
AC084290.2,12
MUC19,12
RP11-115F18.1,12
RNU6-713P,12
CNTN1,12
RP11-367O10.1,12
RP11-385G16.1,12
PDZRN4,12
RP11-413B19.2,12
RNA5SP360,12
RP11-579C11.2,12
RP11-579C11.1,12
RP11-630C16.1,12
RP11-630C16.2,12
RP11-2A1.1,12
RP11-440G2.2,12
GXYLT1,12
YAF2,12
PPHLN1,12
RP11-76E16.2,12
ZCRB1,12
MIR7851,12
RP11-351C21.2,12
RNU6-249P,12
RP11-328C8.2,12
PRICKLE1,12
RP11-328C8.4,12
RP11-328C8.5,12
RP11-609L23.1,12
RP11-609L23.3,12
RP11-609L23.2,12
RP11-25I15.2,12
RP11-25I15.1,12
RP11-25I15.3,12
RP11-510P12.1,12
RP11-547C5.1,12
RP11-547C5.2,12
RP11-118A3.2,12
RP11-118A3.1,12
ADAMTS20,12
RP11-73B8.1,12
RP11-73B8.2,12
RP11-73B8.3,12
RP11-25I15.4,12
PUS7L,12
RP11-210N13.1,12
IRAK4,12
TWF1,12
TMEM117,12
RP11-624G19.1,12
RP11-46I1.1,12
RP11-46I1.2,12
RP11-499A10.3,12
NELL2,12
DBX2,12
RP11-478B9.1,12
RP11-478B9.3,12
RP11-478B9.2,12
RNA5SP361,12
RP11-139E19.1,12
RP11-139E19.2,12
ANO6,12
RP11-139E19.3,12
RP11-438E8.2,12
RP11-352M15.1,12
RP11-352M15.2,12
ARID2,12
RP11-19E18.2,12
RN7SL246P,12
RP11-19E18.1,12
SCAF11,12
RP11-101K23.1,12
SLC38A1,12
RP11-474P2.5,12
SLC38A2,12
RP11-474P2.2,12
RP11-96H19.1,12
RP11-474P2.4,12
RP11-474P2.6,12
RP11-474P2.7,12
RP11-446N19.1,12
OR7A19P,12
RP11-66E20.2,12
SLC38A4,12
RP11-618L22.1,12
AMIGO2,12
PCED1B,12
RP11-23J18.1,12
MIR4698,12
RP11-493L12.2,12
RP11-493L12.3,12
RP11-493L12.4,12
RP11-493L12.7,12
RP11-493L12.6,12
RP11-493L12.5,12
MIR4494,12
RP1-90J4.1,12
RP1-90J4.2,12
RP1-90J4.3,12
RP3-432I18.1,12
RPAP3,12
RP1-197B17.5,12
RP1-197B17.3,12
ENDOU,12
RP1-197B17.7,12
RP1-197B17.4,12
RAPGEF3,12
SLC48A1,12
CTD-2024F21.1,12
HDAC7,12
RP5-1057I20.4,12
RP5-1057I20.5,12
RP5-1057I20.6,12
RP5-1057I20.2,12
VDR,12
RP11-89H19.1,12
RP11-89H19.2,12
RP1-228P16.9,12
TMEM106C,12
COL2A1,12
RP1-228P16.3,12
RP1-228P16.4,12
RP1-228P16.5,12
RP1-228P16.8,12
SENP1,12
RP1-228P16.1,12
RNU6-1203P,12
RP1-228P16.7,12
PFKM,12
MIR6505,12
ASB8,12
RP11-474C8.8,12
RP11-474C8.3,12
RP11-474C8.4,12
RP11-474C8.5,12
CCDC184,12
RP11-474C8.7,12
RP11-370I10.12,12
OR10AD1,12
RP11-370I10.2,12
RP11-370I10.10,12
H1FNT,12
RP11-370I10.4,12
ZNF641,12
RP11-370I10.6,12
OR5BK1P,12
RP11-370I10.11,12
OR5BT1P,12
OR5BJ1P,12
OR8S21P,12
OR8T1P,12
ANP32D,12
C12orf54,12
RP11-722P11.4,12
RP11-722P11.1,12
RP11-722P11.8,12
OR8S1,12
OR5BS1P,12
LALBA,12
OR11M1P,12
KANSL2,12
SNORA2C,12
MIR1291,12
SNORA2A,12
SNORA2B,12
CCNT1,12
RP11-579D7.1,12
RP11-579D7.2,12
ADCY6,12
MIR4701,12
RP11-579D7.4,12
RP11-579D7.8,12
CACNB3,12
DDX23,12
RND1,12
RNU6-600P,12
RP11-302B13.1,12
RP11-302B13.5,12
CCDC65,12
FKBP11,12
AC073610.5,12
ARF3,12
WNT10B,12
RNU6-940P,12
WNT1,12
DDN,12
RP11-386G11.3,12
RP11-386G11.5,12
PRKAG1,12
KMT2D,12
RHEBL1,12
RP11-386G11.11,12
DHH,12
RP11-386G11.8,12
LMBR1L,12
TUBA1B,12
RP11-386G11.10,12
TUBA1A,12
TUBA1C,12
RP11-977B10.2,12
RP11-161H23.5,12
RP11-161H23.9,12
PRPH,12
TROAP,12
C1QL4,12
DNAJC22,12
SPATS2,12
RP11-161H23.10,12
RP11-161H23.8,12
KCNH3,12
MCRS1,12
PRPF40B,12
RP11-133N21.10,12
FAM186B,12
RNU6-834P,12
RP11-133N21.6,12
RP11-133N21.7,12
RP11-133N21.8,12
FMNL3,12
TMBIM6,12
RP11-133N21.12,12
RP11-70F11.4,12
NCKAP5L,12
RP11-70F11.6,12
BCDIN3D,12
RP11-70F11.7,12
RP11-70F11.2,12
FAIM2,12
RP11-70F11.11,12
RP11-70F11.8,12
AQP2,12
RP11-469H8.6,12
RP11-469H8.8,12
AQP5,12
AQP6,12
RACGAP1,12
ASIC1,12
SMARCD1,12
GPD1,12
COX14,12
RP4-605O3.4,12
CERS5,12
LIMA1,12
RP3-405J10.3,12
RP3-405J10.2,12
RP3-405J10.4,12
MIR1293,12
RNU6-1093P,12
RP3-405J10.5,12
FAM186A,12
RP11-112N23.1,12
LARP4,12
DIP2B,12
RNU6-769P,12
RNU6-238P,12
RP11-60E8.2,12
ATF1,12
RP11-60E8.4,12
RN7SL519P,12
TMPRSS12,12
RP11-60E8.3,12
METTL7A,12
RP11-407N8.6,12
RP11-407N8.4,12
HIGD1C,12
RP11-407N8.5,12
SLC11A2,12
RNU6-87P,12
RNU6-1273P,12
LETMD1,12
CSRNP2,12
TFCP2,12
RP11-416A17.1,12
RP11-416A17.6,12
RNU6-199P,12
POU6F1,12
RP11-454E5.4,12
DAZAP2,12
SMAGP,12
BIN2,12
CELA1,12
GALNT6,12
SLC4A8,12
RP11-607P23.1,12
SCN8A,12
RP11-199A1.1,12
RP11-923I11.3,12
RP11-923I11.8,12
RP11-923I11.4,12
FIGNL2,12
RP11-923I11.6,12
RP11-923I11.5,12
ANKRD33,12
RP11-1100L3.4,12
ACVRL1,12
ACVR1B,12
RNU6-574P,12
GRASP,12
NR4A1,12
RP11-1100L3.8,12
ATG101,12
RP11-1100L3.7,12
RP1-288H2.5,12
OR7E47P,12
RP1-288H2.2,12
LOC283404,12
KRT80,12
RP11-845M18.3,12
RP11-845M18.8,12
KRT7,12
RP3-416H24.1,12
KRT86,12
RP11-845M18.1,12
RP3-416H24.7,12
RP11-845M18.7,12
RP3-416H24.8,12
KRT81,12
RP11-845M18.6,12
KRT83,12
KRT123P,12
KRT85,12
KRT84,12
RP3-416H24.4,12
KRT82,12
RP11-1020M18.10,12
RP3-416H24.5,12
KRT75,12
KRT6B,12
KRT6C,12
KRT6A,12
KRT5,12
KRT71,12
KRT74,12
KRT72,12
RP11-641A6.2,12
KRT73,12
RP11-593B8.3,12
KRT2,12
KRT1,12
KRT77,12
RP11-641A6.3,12
RP11-641A6.4,12
RP11-641A6.6,12
RP11-641A6.5,12
RP11-641A6.8,12
RP11-641A6.9,12
RP11-641A6.7,12
RP11-672I14.1,12
KRT76,12
RP11-153F5.2,12
KRT3,12
KRT4,12
KRT79,12
RP11-153F5.3,12
KRT78,12
RPL7P41,12
KRT8,12
KRT18,12
EIF4B,12
RP11-983P16.2,12
RP11-983P16.4,12
TNS2,12
MIR6757,12
SPRYD3,12
IGFBP6,12
SOAT2,12
LOC100127976,12
RNU6-333P,12
RP11-1136G11.5,12
RP11-1136G11.6,12
CSAD,12
RP11-1136G11.8,12
ZNF740,12
ITGB7,12
RARG,12
RP11-624J6.2,12
MFSD5,12
ESPL1,12
PFDN5,12
RP11-680A11.5,12
C12orf10,12
AAAS,12
SP7,12
SP1,12
AMHR2,12
PRR13,12
RP11-793H13.8,12
PCBP2,12
PCBP2-OT1,12
MAP3K12,12
RP11-793H13.11,12
TARBP2,12
RP11-793H13.10,12
NPFF,12
ATF7,12
RP11-793H13.3,12
RP11-793H13.12,12
ATP5G2,12
RP11-972K6.1,12
CALCOCO1,12
CISTR,12
RP11-686F15.2,12
RN7SKP289,12
HOXC-AS5,12
HOXC13,12
HOXC12,12
HOTAIR,12
RF01905,12
RF01906,12
AC012531.4,12
AC012531.5,12
HOXC11,12
AC012531.14,12
HOXC10,12
RP11-834C11.12,12
HOXC6,12
MIR196A2,12
AC012531.16,12
HOXC9,12
HOXC-AS1,12
HOXC8,12
HOXC4,12
RP11-834C11.14,12
AC012531.25,12
HOXC5,12
MIR615,12
RP11-834C11.3,12
RP11-834C11.7,12
RP11-834C11.6,12
RP11-834C11.5,12
SMUG1,12
RP11-834C11.4,12
RP11-834C11.15,12
RP11-834C11.11,12
RP11-834C11.10,12
RP11-834C11.8,12
CBX5,12
MIR3198-2,12
RN7SL390P,12
RP11-968A15.2,12
RP11-968A15.8,12
HNRNPA1,12
NFE2,12
COPZ1,12
RNU6-950P,12
MIR148B,12
RN7SL744P,12
RP11-753H16.3,12
RP11-753H16.5,12
GPR84,12
ZNF385A,12
ITGA5,12
RP11-753H16.4,12
GTSF1,12
NCKAP1L,12
RP11-1049A21.2,12
PDE1B,12
PPP1R1A,12
GLYCAM1,12
LACRT,12
DCD,12
RP11-850F7.7,12
RP11-543H15.2,12
MUCL1,12
TESPA1,12
RP11-616L12.1,12
NEUROD4,12
OR9K1P,12
RP11-616L12.4,12
OR9K2,12
OR9R1P,12
OR10U1P,12
OR10A7,12
OR6C74,12
OR6C69P,12
OR6C72P,12
OR6C6,12
OR6C5P,12
OR6C1,12
OR6C3,12
OR6C7P,12
OR6C75,12
OR6C71P,12
OR6C66P,12
OR6C73P,12
OR6C65,12
PHC1B,12
OR6C76,12
RP11-110A12.2,12
OR6C2,12
OR6C70,12
OR6C68,12
OR6C64P,12
OR6C4,12
OR2AP1,12
OR6U2P,12
OR10P1,12
RP11-644F5.16,12
OR10AE3P,12
RP11-644F5.15,12
RP11-644F5.17,12
METTL7B,12
ITGA7,12
RP11-644F5.10,12
BLOC1S1,12
RDH5,12
CD63,12
RP11-644F5.11,12
RP11-644F5.12,12
GDF11,12
SARNP,12
RP11-762I7.5,12
RP11-762I7.4,12
ORMDL2,12
DNAJC14,12
TMEM198B,12
MMP19,12
RP11-670P16.3,12
GSTP1P1,12
PYM1,12
DGKA,12
RP11-973D8.5,12
PMEL,12
CDK2,12
RP11-973D8.4,12
RAB5B,12
RP11-603J24.7,12
SUOX,12
IKZF4,12
RP11-603J24.21,12
RP11-603J24.4,12
RPS26,12
ERBB3,12
RP11-603J24.9,12
PA2G4,12
RP11-603J24.17,12
RPL41,12
ZC3H10,12
ESYT1,12
RP11-603J24.6,12
RP11-603J24.5,12
RP11-603J24.14,12
MYL6B,12
MYL6,12
RP11-977G19.5,12
SMARCC2,12
RNF41,12
NABP2,12
SLC39A5,12
ANKRD52,12
COQ10A,12
RP11-977G19.14,12
CS,12
RP11-977G19.10,12
RP11-977G19.11,12
RP11-977G19.12,12
CNPY2,12
PAN2,12
IL23A,12
STAT2,12
RNU7-40P,12
APOF,12
RP11-348M3.6,12
RP11-348M3.2,12
RP11-121C6.5,12
RP11-121C6.4,12
TIMELESS,12
MIP,12
SPRYD4,12
GLS2,12
RP11-153M3.1,12
RBMS2,12
RNU6-343P,12
BAZ2A,12
ATP5B,12
SNORD59A,12
PTGES3,12
RN7SL809P,12
NACA,12
PRIM1,12
HSD17B6,12
RP11-74M13.4,12
RP11-74M13.6,12
RP11-74M13.3,12
SDR9C7,12
RP11-474N8.9,12
RDH16,12
RP11-74M13.5,12
GPR182,12
ZBTB39,12
TAC3,12
MYO1A,12
TMEM194A,12
NAB2,12
STAT6,12
LRP1,12
RP11-545N8.3,12
MIR1228,12
NXPH4,12
SHMT2,12
RP11-123K3.9,12
NDUFA4L2,12
STAC3,12
RP11-123K3.4,12
R3HDM2,12
RNU6-879P,12
RP11-756H6.1,12
INHBC,12
INHBE,12
GLI1,12
ARHGAP9,12
MARS,12
MIR6758,12
DDIT3,12
RP11-181L23.10,12
MIR616,12
MBD6,12
DCTN2,12
KIF5A,12
PIP4K2C,12
DTX3,12
ARHGEF25,12
AC025165.8,12
SLC26A10,12
B4GALNT1,12
RP11-571M6.1,12
OS9,12
RP11-571M6.7,12
AGAP2,12
AGAP2-AS1,12
TSPAN31,12
CDK4,12
MIR6759,12
MARCH9,12
CYP27B1,12
METTL1,12
METTL21B,12
RP11-571M6.15,12
TSFM,12
AVIL,12
RP11-571M6.17,12
RNU6-1083P,12
RP11-571M6.18,12
CTDSP2,12
MIR26A2,12
RP11-620J15.1,12
RP11-620J15.2,12
RP11-620J15.4,12
RP11-620J15.3,12
ATP23,12
RP11-58A17.3,12
RN7SKP65,12
RP11-58A17.2,12
RP11-58A17.4,12
RP11-489P6.1,12
RP11-489P6.2,12
RPL21P103,12
RP11-340M11.1,12
RP11-362K2.2,12
RP11-767I20.1,12
LRIG3,12
RP11-150C16.1,12
RPS6P22,12
RP11-557F20.2,12
RP11-272B17.1,12
RNU6-279P,12
RNU6-871P,12
RP11-272B17.2,12
RNU4-20P,12
SLC16A7,12
RP11-813P10.1,12
RP11-813P10.2,12
RP11-316A16.1,12
RP11-335M9.1,12
RP11-154D9.1,12
RP11-471N19.1,12
RP11-410B16.1,12
FAM19A2,12
RPL21P104,12
KRT8P19,12
RPS3P6,12
RP11-769N19.2,12
RP11-769N19.1,12
USP15,12
MIR6125,12
RNU6-595P,12
MON2,12
RP11-863H1.1,12
RNU6-399P,12
C12orf61,12
RP11-631N16.2,12
MIRLET7I,12
RP11-631N16.4,12
PPM1H,12
RPL32P26,12
GAPDHP44,12
RNU1-83P,12
RPL14P1,12
RP11-848D3.4,12
RP11-848D3.2,12
RP11-848D3.5,12
RSL24D1P5,12
AVPR1A,12
RP11-715H19.2,12
RP11-1022B3.2,12
RP11-1022B3.1,12
DPY19L2,12
RP11-415I12.3,12
RP11-972L6.2,12
RP11-415I12.2,12
RP11-415I12.1,12
TMEM5,12
RP11-415I12.5,12
RP11-415I12.6,12
SRGAP1,12
RP11-274J7.1,12
RP11-274J7.2,12
RP11-274J7.3,12
RP11-1029F8.1,12
RP11-196H14.2,12
RP11-196H14.4,12
RP11-196H14.3,12
C12orf66,12
RNU6-1009P,12
RPS11P6,12
RNU5A-7P,12
C12orf56,12
RP11-290I21.2,12
RP11-114F3.2,12
XPOT,12
RP11-114F3.5,12
RP11-114F3.4,12
TBK1,12
RASSF3,12
RP11-439H13.2,12
RF00137,12
RP11-338E21.1,12
MIR548Z,12
MIR548C,12
RP11-338E21.2,12
RP11-338E21.3,12
RP11-629N8.5,12
RP11-629N8.4,12
GNS,12
RP11-629N8.3,12
TBC1D30,12
RP11-766N7.1,12
RP11-766N7.3,12
RP11-766N7.4,12
RNU6ATAC42P,12
RP11-168J19.2,12
WIF1,12
RNU6-166P,12
RP11-305O6.2,12
LEMD3,12
RP11-305O6.4,12
MSRB3,12
RP11-305O6.3,12
RP11-316O1.1,12
RP11-230G5.2,12
RP11-221N13.2,12
RP11-221N13.3,12
RP11-221N13.4,12
RP11-221N13.1,12
RP11-764E9.1,12
HMGA2,12
RP11-677M24.1,12
RP11-366L20.2,12
RP11-366L20.3,12
MIR6074,12
RP11-366L20.4,12
RP11-118B13.1,12
RNA5SP362,12
LLPH,12
RP11-745O10.4,12
RP11-745O10.2,12
TMBIM4,12
IRAK3,12
RP11-335I12.4,12
MIR6502,12
RP11-335I12.2,12
RP11-335I12.3,12
RN7SKP166,12
HELB,12
GRIP1,12
RP11-754J4.2,12
RP11-754J4.1,12
RP11-123O10.3,12
RP11-123O10.1,12
RP11-123O10.2,12
RP11-512G13.1,12
CAND1,12
RP11-473M14.2,12
RP11-473M14.4,12
RP11-473M14.3,12
RP11-542B15.1,12
RP11-335O4.1,12
DYRK2,12
RP11-335O4.3,12
RP11-43N5.1,12
RP11-43N5.2,12
GS1-410F4.4,12
GS1-410F4.5,12
GS1-410F4.2,12
GS1-410F4.1,12
GS1-410F4.3,12
RP11-444B24.2,12
IFNG,12
IL26,12
IL22,12
MDM1,12
RP11-81H14.2,12
RP11-71J4.2,12
RP11-81H14.1,12
RP11-81H14.3,12
RP11-81H14.4,12
RP11-254B13.1,12
RAP1B,12
RP11-254B13.4,12
SNORA70G,12
RP11-254B13.3,12
RP11-637A17.2,12
RP11-637A17.1,12
NUP107,12
RP11-450G15.2,12
SLC35E3,12
RP11-611O2.2,12
MDM2,12
RP11-611O2.1,12
RP11-611O2.5,12
RP11-611O2.3,12
CPM,12
RNU7-4P,12
RP11-611O2.6,12
RP11-249J13.1,12
RP11-324P9.1,12
CPSF6,12
MIR1279,12
RP11-1143G9.2,12
RP11-1143G9.5,12
LYZ,12
RP11-1143G9.4,12
YEATS4,12
RN7SL804P,12
RP11-159A18.1,12
RP11-956E11.1,12
FRS2,12
MIR3913-1,12
MIR3913-2,12
CCT2,12
LRRC10,12
BEST3,12
RP11-588G21.1,12
RP11-588G21.2,12
RAB3IP,12
AC025263.3,12
MYRFL,12
RP11-611E13.2,12
RP11-611E13.3,12
RP11-320P7.2,12
RP11-320P7.1,12
CNOT2,12
RP11-398J13.1,12
KCNMB4,12
RNU4-65P,12
RP11-588H23.3,12
PTPRB,12
RP11-785D18.3,12
PTPRR,12
RP11-785D18.2,12
CTD-2021H9.1,12
CTD-2021H9.2,12
CTD-2021H9.3,12
TSPAN8,12
LGR5,12
RP11-578B16.1,12
RP11-186F10.2,12
ZFC3H1,12
THAP2,12
RP11-293I14.2,12
TMEM19,12
RP11-498M15.1,12
RAB21,12
RP11-2H8.2,12
RP11-2H8.3,12
TBC1D15,12
RP11-2H8.4,12
TPH2,12
RP11-89M22.3,12
TRHDE,12
AC087886.1,12
RP11-98E6.1,12
RP11-385F23.1,12
RP11-12K6.2,12
RP11-314D7.1,12
RP11-314D7.2,12
RP11-314D7.3,12
RP11-166B14.1,12
RNU6-1012P,12
RP11-295G12.1,12
RP11-711C17.1,12
RP11-711C17.2,12
RP11-81H3.2,12
RP11-274M17.1,12
RP11-274M17.3,12
RP11-274M17.2,12
VENTXP3,12
ATXN7L3B,12
RP11-56G10.2,12
RP11-361A23.1,12
RP11-361A23.2,12
RP11-361A23.3,12
RP11-81K13.1,12
KCNC2,12
RP11-560G2.1,12
RP11-404O18.1,12
CAPS2,12
RP11-560G2.2,12
RP11-585P4.6,12
GLIPR1L1,12
GLIPR1L2,12
GLIPR1,12
RP11-585P4.5,12
KRR1,12
RP11-114H23.1,12
RP11-25J3.2,12
RP11-114H23.3,12
RP11-114H23.2,12
RP11-290L1.6,12
RN7SL734P,12
RP11-290L1.5,12
RP11-290L1.7,12
PHLDA1,12
RP11-290L1.3,12
RP11-290L1.2,12
NAP1L1,12
RP11-290L1.4,12
RP11-453D16.1,12
RP11-453D16.2,12
RNU6-1271P,12
RP11-54A9.1,12
RN7SKP172,12
BBS10,12
OSBPL8,12
RP11-20E24.1,12
RP11-613M5.1,12
YWHAQP7,12
RP11-613M5.2,12
RP11-613M5.3,12
RP11-734E19.1,12
ZDHHC17,12
CSRP2,12
RP11-461F16.3,12
RP11-669B18.1,12
E2F7,12
RP1-81P11.1,12
NAV3,12
RP1-97G4.1,12
RP11-781A6.1,12
RP11-136F16.1,12
RP11-136F16.2,12
RP11-38F22.1,12
RP11-754N21.1,12
RP11-90C1.1,12
RP11-171L9.1,12
RP11-123M21.2,12
RP11-123M21.1,12
SYT1,12
RP11-390N6.1,12
RP1-78O14.1,12
MIR1252,12
RP11-359M6.2,12
RP11-359M6.1,12
RP11-359M6.3,12
PAWR,12
RP11-530C5.1,12
PPP1R12A,12
RP11-530C5.4,12
RP11-530C5.2,12
RNA5SP363,12
RP11-84G21.1,12
RP11-84G21.2,12
RP1-170B16.1,12
RNU7-106P,12
OTOGL,12
RP11-244J10.1,12
RN7SKP261,12
PTPRQ,12
RP11-272K23.4,12
RP11-272K23.3,12
MYF6,12
MYF5,12
RP11-540D4.3,12
LIN7A,12
MIR617,12
RP11-299A16.1,12
MIR618,12
ACSS3,12
RP11-543H12.1,12
MIR4699,12
PPFIA2,12
RP11-121G22.3,12
RP11-315E17.1,12
RP11-617J18.1,12
RP11-275O18.1,12
RP11-362A1.1,12
RP11-362A1.2,12
CCDC59,12
METTL25,12
RP11-263K4.1,12
RP11-263K4.5,12
RP11-263K4.4,12
RP11-263K4.3,12
TMTC2,12
RNU6-977P,12
RPL6P25,12
RP11-87P13.2,12
RP11-384P14.1,12
RP11-80O3.1,12
RP11-788H18.1,12
RP11-228G3.1,12
RP11-701B6.1,12
SLC6A15,12
RP11-1079J22.1,12
TSPAN19,12
